ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
52	1	2	3	0.000000	2752.000000	2605.000000	0.000000	0.000000	0	1296	0
53	7	2	1	0.000000	2695.428571	2557.428571	0.000000	0.000000	0	1363	0
54	7	2	2	0.000000	2797.714286	2272.000000	0.000000	0.000000	0	1447	0
55	8	2	1	0.000000	3005.500000	2830.750000	0.000000	0.000000	0	1593	0
56	21	1	2	0.000000	1429.380952	1048.523810	0.000000	0.000000	0	1037	0
57	8	2	2	0.000000	1189.250000	882.500000	0.000000	0.000000	0	644	0
58	26	1	1	0.000000	892.346154	856.153846	0.000000	0.000000	0	749	0
59	13	2	2	0.000000	1616.076923	1175.076923	0.000000	0.000000	0	1077	0
60	6	2	1	0.000000	1512.000000	1438.166667	0.000000	0.000000	0	829	0
61	19	1	2	0.000000	1572.684211	1439.789474	0.000000	0.000000	0	918	0
62	12	1	2	0.000000	1376.583333	806.083333	0.000000	0.000000	0	929	0
63	3	3	2	0.000000	1272.333333	811.666667	0.000000	0.000000	0	651	0
64	26	2	1	0.000000	1015.307692	743.346154	0.000000	0.000000	0	902	0
65	1	2	1	0.000000	1127.000000	1079.000000	0.000000	0.000000	0	561	0
66	2	2	1	0.000000	1091.000000	1047.500000	0.000000	0.000000	0	557	0
67	9	2	1	0.000000	1097.333333	934.222222	0.000000	0.000000	0	586	0
68	1	2	1	0.000000	1142.000000	1102.000000	0.000000	0.000000	0	567	0
69	13	2	1	0.000000	1250.923077	1112.846154	0.000000	0.000000	0	783	0
70	8	2	2	0.000000	1381.750000	987.375000	0.000000	0.000000	0	733	0
71	50	1	2	0.000000	401.480000	379.960000	0.000000	0.000000	0	374	0
72	65	1	2	0.000000	837.723077	712.000000	0.000000	0.000000	0	892	0
73	125	2	0	0.000000	582.584000	429.536000	0.000000	0.000000	0	1106	0
74	14	2	1	0.000000	949.571429	855.714286	0.000000	0.000000	0	606	0
75	14	2	2	0.000000	1321.428571	1243.500000	0.000000	0.000000	0	809	0
76	6	1	1	0.000000	749.000000	638.333333	0.000000	0.000000	0	475	0
77	1	1	2	0.000000	756.000000	642.000000	0.000000	0.000000	0	414	0
78	5	2	2	0.000000	750.200000	624.600000	0.000000	0.000000	0	411	0
79	2	1	1	0.000000	761.500000	642.500000	0.000000	0.000000	0	419	0
80	1	2	2	0.000000	940.000000	801.000000	0.000000	0.000000	0	483	0
81	22	2	1	0.000000	836.227273	510.863636	0.000000	0.000000	0	554	0
82	4	1	1	0.000000	658.500000	623.000000	0.000000	0.000000	0	328	0
83	4	2	2	0.000000	545.250000	509.500000	0.000000	0.000000	0	255	0
84	2	2	1	0.000000	521.000000	487.000000	0.000000	0.000000	0	240	0
85	4	2	1	0.000000	472.000000	435.500000	0.000000	0.000000	0	228	0
86	3	2	1	0.000000	430.000000	405.333333	0.000000	0.000000	0	207	0
87	1	2	1	0.000000	406.000000	389.000000	0.000000	0.000000	0	190	0
88	3	2	1	0.000000	383.000000	123.666667	0.000000	0.000000	0	186	0
89	10	1	1	0.000000	324.900000	317.700000	0.000000	0.000000	0	192	0
90	5	2	2	0.000000	288.200000	285.800000	0.000000	0.000000	0	145	0
91	2	2	1	0.000000	277.500000	276.000000	0.000000	0.000000	0	140	0
92	3	1	1	0.000000	228.333333	228.000000	0.000000	0.000000	0	130	0
93	2	2	2	0.000000	207.500000	204.500000	0.000000	0.000000	0	101	0
94	5	1	1	0.000000	194.600000	191.600000	0.000000	0.000000	0	103	0
95	7	2	1	0.000000	869.285714	456.571429	0.000000	0.000000	0	539	0
96	25	1	1	0.000000	978.240000	741.320000	0.000000	0.000000	0	629	0
97	2	4	1	0.000000	1829.000000	1755.500000	0.000000	0.000000	0	1063	0
98	1	2	1	0.000000	2124.000000	2057.000000	0.000000	0.000000	0	1032	0
99	1	2	1	0.000000	2101.000000	2031.000000	0.000000	0.000000	0	1022	0
100	1	2	1	0.000000	2216.000000	2152.000000	0.000000	0.000000	0	1081	0
101	1	2	1	0.000000	2241.000000	2180.000000	0.000000	0.000000	0	1090	0
102	4	2	1	0.000000	2251.000000	2199.000000	0.000000	0.000000	0	1165	0
103	1	3	1	0.000000	2234.000000	2193.000000	0.000000	0.000000	0	1101	0
104	1	3	1	0.000000	2291.000000	2262.000000	0.000000	0.000000	0	1131	0
105	1	2	1	0.000000	2365.000000	2338.000000	0.000000	0.000000	0	1166	0
106	1	2	2	0.000000	2374.000000	2345.000000	0.000000	0.000000	0	1170	0
107	1	2	2	0.000000	2386.000000	2358.000000	0.000000	0.000000	0	1174	0
108	1	4	1	0.000000	2532.000000	2505.000000	0.000000	0.000000	0	1250	0
109	1	2	1	0.000000	2562.000000	2539.000000	0.000000	0.000000	0	1263	0
110	2	4	1	0.000000	2652.000000	2632.500000	0.000000	0.000000	0	1311	0
111	1	2	1	0.000000	2759.000000	2740.000000	0.000000	0.000000	0	1358	0
112	2	2	1	0.000000	2773.000000	2757.000000	0.000000	0.000000	0	1372	0
113	1	1	1	0.000000	2766.000000	2751.000000	0.000000	0.000000	0	1364	0
114	1	2	2	0.000000	2781.000000	2762.000000	0.000000	0.000000	0	1373	0
115	1	1	1	0.000000	2816.000000	2803.000000	0.000000	0.000000	0	1391	0
116	1	3	2	0.000000	2822.000000	2803.000000	0.000000	0.000000	0	1393	0
117	1	2	2	0.000000	2839.000000	2823.000000	0.000000	0.000000	0	1399	0
118	1	2	1	0.000000	2834.000000	2834.000000	0.000000	0.000000	0	1407	0
119	1	3	2	0.000000	2658.000000	2658.000000	0.000000	0.000000	0	1318	0
120	1	1	3	0.000000	2635.000000	2635.000000	0.000000	0.000000	0	1304	0
121	14	2	2	0.000000	1509.714286	1341.071429	0.000000	0.000000	0	887	0
122	1	1	2	0.000000	1427.000000	1378.000000	0.000000	0.000000	0	709	0
123	2	1	2	0.000000	1452.000000	1399.500000	0.000000	0.000000	0	727	0
124	1	1	2	0.000000	1438.000000	1384.000000	0.000000	0.000000	0	712	0
125	1	1	2	0.000000	1447.000000	1389.000000	0.000000	0.000000	0	717	0
126	3	1	2	0.000000	1531.000000	1465.666667	0.000000	0.000000	0	799	0
127	1	1	3	0.000000	1497.000000	1429.000000	0.000000	0.000000	0	751	0
128	1	1	2	0.000000	1472.000000	1402.000000	0.000000	0.000000	0	737	0
129	4	2	1	0.000000	1658.000000	1643.250000	0.000000	0.000000	0	893	0
130	1	2	1	0.000000	1802.000000	1795.000000	0.000000	0.000000	0	880	0
131	1	2	1	0.000000	1837.000000	1833.000000	0.000000	0.000000	0	893	0
132	1	2	1	0.000000	1820.000000	1820.000000	0.000000	0.000000	0	889	0
133	1	2	2	0.000000	1825.000000	1825.000000	0.000000	0.000000	0	889	0
134	1	1	2	0.000000	1793.000000	1793.000000	0.000000	0.000000	0	870	0
135	2	3	3	0.000000	1796.500000	1796.500000	0.000000	0.000000	0	874	0
136	1	1	1	0.000000	1783.000000	1783.000000	0.000000	0.000000	0	864	0
137	1	2	2	0.000000	1928.000000	1928.000000	0.000000	0.000000	0	935	0
138	1	1	2	0.000000	1821.000000	1821.000000	0.000000	0.000000	0	888	0
139	2	1	2	0.000000	1807.000000	1807.000000	0.000000	0.000000	0	910	0
140	10	2	2	0.000000	1737.900000	1513.300000	0.000000	0.000000	0	966	0
141	9	1	1	0.000000	2233.333333	2133.111111	0.000000	0.000000	0	1376	0
142	4	1	2	0.000000	3076.000000	2916.000000	0.000000	0.000000	0	1768	0
143	2	1	2	0.000000	3574.000000	3338.000000	0.000000	0.000000	0	1813	0
144	3	2	2	0.000000	3951.000000	3677.666667	0.000000	0.000000	0	2050	0
145	10	2	2	0.000000	4936.400000	4588.600000	0.000000	0.000000	0	3030	0
146	1	2	1	0.000000	5602.000000	5214.000000	0.000000	0.000000	0	2825	0
147	1	2	1	0.000000	5604.000000	5214.000000	0.000000	0.000000	0	2847	0
148	1	3	1	0.000000	5621.000000	5219.000000	0.000000	0.000000	0	2842	0
149	1	2	1	0.000000	5618.000000	5271.000000	0.000000	0.000000	0	2861	0
150	9	1	2	0.000000	1215.000000	1148.333333	0.000000	0.000000	0	735	0
151	5	1	2	0.000000	1130.600000	1082.200000	0.000000	0.000000	0	560	0
152	37	2	2	0.000000	1191.783784	708.648649	0.000000	0.000000	0	928	0
153	15	2	1	0.000000	1492.866667	1023.000000	0.000000	0.000000	0	1060	0
154	9	3	1	0.000000	2071.111111	1458.888889	0.000000	0.000000	0	1202	0
155	9	2	1	0.000000	1892.555556	1144.555556	0.000000	0.000000	0	1048	0
156	11	1	1	0.000000	1845.636364	1614.545455	0.000000	0.000000	0	1061	0
157	9	2	2	0.000000	1192.222222	242.555556	0.000000	0.000000	0	742	0
158	2	1	1	0.000000	1510.000000	1433.000000	0.000000	0.000000	0	825	0
159	3	3	2	0.000000	1713.333333	1632.000000	0.000000	0.000000	0	921	0
160	9	2	1	0.000000	1921.777778	1631.555556	0.000000	0.000000	0	1150	0
161	3	3	1	0.000000	2236.000000	2138.000000	0.000000	0.000000	0	1189	0
162	5	1	1	0.000000	2437.400000	1850.000000	0.000000	0.000000	0	1293	0
163	1	2	2	0.000000	3795.000000	3546.000000	0.000000	0.000000	0	1938	0
164	2	1	1	0.000000	3708.000000	3455.000000	0.000000	0.000000	0	1933	0
165	24	2	1	0.000000	582.375000	509.833333	0.000000	0.000000	0	476	0
166	18	2	1	0.000000	358.166667	37.944444	0.000000	0.000000	0	220	0
167	12	1	1	0.000000	648.500000	300.000000	0.000000	0.000000	0	334	0
168	7	3	2	0.000000	1017.857143	983.857143	0.000000	0.000000	0	559	0
169	1	1	1	0.000000	1089.000000	1051.000000	0.000000	0.000000	0	540	0
170	42	2	2	0.000000	954.380952	694.738095	0.000000	0.000000	0	807	0
171	2	2	1	0.000000	2275.000000	2144.500000	0.000000	0.000000	0	1305	0
172	6	2	1	0.000000	2607.000000	2072.500000	0.000000	0.000000	0	1442	0
173	5	2	1	0.000000	2830.000000	2146.600000	0.000000	0.000000	0	1520	0
174	8	1	1	0.000000	2900.000000	2716.250000	0.000000	0.000000	0	1586	0
175	5	1	2	0.000000	3021.800000	2842.400000	0.000000	0.000000	0	1588	0
176	206	2	0	0.000000	75.606796	72.655340	0.000000	0.000000	0	279	0
177	11	2	1	0.000000	208.545455	207.181818	0.000000	0.000000	0	115	0
178	15	1	1	0.000000	197.933333	197.933333	0.000000	0.000000	0	123	0
179	29	1	2	0.000000	167.344828	143.827586	0.000000	0.000000	0	131	0
180	9	1	2	0.000000	191.333333	191.333333	0.000000	0.000000	0	108	0
181	109	0	2	0.000000	170.715596	166.697248	0.000000	0.000000	0	252	0
182	10	2	2	0.000000	1274.500000	743.000000	0.000000	0.000000	0	684	0
183	1	1	1	0.000000	1330.000000	1279.000000	0.000000	0.000000	0	662	0
184	8	2	2	0.000000	1272.000000	313.125000	0.000000	0.000000	0	688	0
185	3	1	1	0.000000	1519.000000	983.000000	0.000000	0.000000	0	807	0
186	9	2	2	0.000000	1888.222222	1794.666667	0.000000	0.000000	0	981	0
187	1	1	1	0.000000	1925.000000	1831.000000	0.000000	0.000000	0	924	0
188	2	2	2	0.000000	1950.500000	1854.000000	0.000000	0.000000	0	940	0
189	2	2	1	0.000000	2050.000000	1964.500000	0.000000	0.000000	0	1002	0
190	5	2	1	0.000000	2109.800000	1616.000000	0.000000	0.000000	0	1052	0
191	9	1	1	0.000000	1989.111111	1670.888889	0.000000	0.000000	0	1089	0
192	22	2	2	0.000000	944.090909	503.045455	0.000000	0.000000	0	606	0
193	30	2	1	0.000000	703.933333	618.300000	0.000000	0.000000	0	617	0
194	1	1	1	0.000000	1182.000000	1182.000000	0.000000	0.000000	0	597	0
195	6	2	2	0.000000	1422.833333	908.333333	0.000000	0.000000	0	812	0
196	2	3	1	0.000000	1655.500000	810.500000	0.000000	0.000000	0	836	0
197	1	2	1	0.000000	1739.000000	1739.000000	0.000000	0.000000	0	887	0
198	1	2	3	0.000000	1763.000000	1763.000000	0.000000	0.000000	0	898	0
199	1	1	2	0.000000	248.000000	241.000000	0.000000	0.000000	0	118	0
200	473	0	0	0.000000	46.093023	44.619450	0.000000	0.000000	0	317	0
201	19	2	1	0.000000	685.052632	657.894737	0.000000	0.000000	0	490	0
202	2	2	1	0.000000	898.500000	859.500000	0.000000	0.000000	0	441	0
203	2	3	1	0.000000	910.000000	871.500000	0.000000	0.000000	0	440	0
204	4	1	1	0.000000	965.750000	927.500000	0.000000	0.000000	0	495	0
205	7	2	3	0.000000	1117.428571	1083.000000	0.000000	0.000000	0	628	0
206	2	1	1	0.000000	1156.500000	1138.000000	0.000000	0.000000	0	590	0
207	2	2	2	0.000000	1161.500000	576.000000	0.000000	0.000000	0	583	0
208	4	3	1	0.000000	1263.000000	1251.500000	0.000000	0.000000	0	674	0
209	112	0	2	0.000000	287.625000	195.401786	0.000000	0.000000	0	971	0
210	3	1	2	0.000000	3300.666667	3094.000000	0.000000	0.000000	0	1650	0
211	4	1	2	0.000000	3486.500000	3240.500000	0.000000	0.000000	0	1704	0
212	1	2	2	0.000000	3611.000000	3350.000000	0.000000	0.000000	0	1664	0
213	4	1	1	0.000000	3533.250000	2453.750000	0.000000	0.000000	0	1817	0
214	4	1	2	0.000000	3368.250000	3127.250000	0.000000	0.000000	0	1628	0
215	8	2	2	0.000000	3480.750000	2838.875000	0.000000	0.000000	0	1733	0
216	1	2	1	0.000000	3617.000000	3387.000000	0.000000	0.000000	0	1682	0
217	6	1	1	0.000000	3382.000000	3172.500000	0.000000	0.000000	0	1799	0
218	1	2	2	0.000000	2967.000000	2790.000000	0.000000	0.000000	0	1391	0
219	3	1	1	0.000000	2837.333333	1775.666667	0.000000	0.000000	0	1445	0
220	2	2	2	0.000000	2737.500000	2598.500000	0.000000	0.000000	0	1311	0
221	1	2	1	0.000000	2694.000000	2566.000000	0.000000	0.000000	0	1273	0
222	13	1	1	0.000000	2002.923077	1584.538462	0.000000	0.000000	0	1290	0
223	5	1	2	0.000000	1550.800000	588.000000	0.000000	0.000000	0	714	0
224	1	1	2	0.000000	1651.000000	1554.000000	0.000000	0.000000	0	757	0
225	1	1	2	0.000000	1661.000000	1562.000000	0.000000	0.000000	0	760	0
226	1	1	2	0.000000	1739.000000	1648.000000	0.000000	0.000000	0	806	0
227	9	2	2	0.000000	2165.222222	2039.000000	0.000000	0.000000	0	1336	0
228	1	2	1	0.000000	2682.000000	2542.000000	0.000000	0.000000	0	1244	0
229	2	1	2	0.000000	2840.500000	2683.500000	0.000000	0.000000	0	1379	0
230	19	2	1	0.000000	1453.052632	1145.210526	0.000000	0.000000	0	958	0
231	65	2	1	0.000000	878.276923	556.400000	0.000000	0.000000	0	1025	0
232	2	3	1	0.000000	1191.500000	1182.500000	0.000000	0.000000	0	608	0
233	1	2	1	0.000000	1189.000000	1185.000000	0.000000	0.000000	0	599	0
234	1	2	1	0.000000	1235.000000	1231.000000	0.000000	0.000000	0	623	0
235	1	2	1	0.000000	1254.000000	1250.000000	0.000000	0.000000	0	632	0
236	1	2	1	0.000000	1248.000000	1247.000000	0.000000	0.000000	0	630	0
237	2	2	1	0.000000	1251.000000	1250.500000	0.000000	0.000000	0	638	0
238	1	2	2	0.000000	1247.000000	1247.000000	0.000000	0.000000	0	636	0
239	1	1	1	0.000000	1192.000000	1192.000000	0.000000	0.000000	0	608	0
240	2	1	2	0.000000	1191.000000	1191.000000	0.000000	0.000000	0	611	0
241	3	1	3	0.000000	1193.000000	1193.000000	0.000000	0.000000	0	625	0
242	2	2	2	0.000000	1175.000000	1175.000000	0.000000	0.000000	0	607	0
243	10	1	2	0.000000	949.500000	838.700000	0.000000	0.000000	0	717	0
244	4	1	2	0.000000	916.000000	889.750000	0.000000	0.000000	0	496	0
245	5	2	1	0.000000	613.600000	609.200000	0.000000	0.000000	0	336	0
246	1	2	1	0.000000	657.000000	653.000000	0.000000	0.000000	0	330	0
247	11	1	1	0.000000	736.909091	735.090909	0.000000	0.000000	0	421	0
248	1	2	3	0.000000	733.000000	733.000000	0.000000	0.000000	0	364	0
249	2	2	1	0.000000	686.000000	663.500000	0.000000	0.000000	0	346	0
250	6	2	1	0.000000	668.333333	643.333333	0.000000	0.000000	0	362	0
251	4	2	1	0.000000	600.500000	567.500000	0.000000	0.000000	0	313	0
252	1	2	1	0.000000	586.000000	554.000000	0.000000	0.000000	0	296	0
253	6	2	1	0.000000	562.166667	527.500000	0.000000	0.000000	0	296	0
254	24	2	1	0.000000	328.166667	314.791667	0.000000	0.000000	0	274	0
255	15	1	1	0.000000	923.800000	729.066667	0.000000	0.000000	0	652	0
256	4	2	1	0.000000	1432.000000	541.500000	0.000000	0.000000	0	801	0
257	7	2	1	0.000000	1770.857143	886.857143	0.000000	0.000000	0	1043	0
258	201	2	1	0.000000	111.089552	108.000000	0.000000	0.000000	0	418	0
259	6	2	1	0.000000	538.833333	528.166667	0.000000	0.000000	0	286	0
260	2	2	1	0.000000	459.500000	452.000000	0.000000	0.000000	0	241	0
261	16	1	2	0.000000	352.250000	335.250000	0.000000	0.000000	0	240	0
262	4	2	1	0.000000	1641.750000	780.000000	0.000000	0.000000	0	809	0
263	1	1	1	0.000000	1638.000000	1553.000000	0.000000	0.000000	0	792	0
264	7	1	2	0.000000	1632.571429	1330.428571	0.000000	0.000000	0	882	0
265	1	1	4	0.000000	1613.000000	1519.000000	0.000000	0.000000	0	770	0
266	12	2	2	0.000000	1585.666667	1255.916667	0.000000	0.000000	0	979	0
267	3	1	1	0.000000	1725.000000	1620.333333	0.000000	0.000000	0	840	0
268	3	1	2	0.000000	1790.000000	1673.000000	0.000000	0.000000	0	857	0
269	10	2	2	0.000000	1843.800000	1734.800000	0.000000	0.000000	0	1039	0
270	25	1	1	0.000000	1599.840000	1179.640000	0.000000	0.000000	0	1242	0
271	13	2	2	0.000000	998.538462	146.923077	0.000000	0.000000	0	594	0
272	10	1	1	0.000000	1120.100000	736.100000	0.000000	0.000000	0	638	0
273	11	2	2	0.000000	1206.727273	269.272727	0.000000	0.000000	0	721	0
274	3	2	1	0.000000	1289.333333	813.000000	0.000000	0.000000	0	672	0
275	92	2	1	0.000000	253.500000	247.010870	0.000000	0.000000	0	319	0
276	28	1	2	0.000000	1434.214286	1368.821429	0.000000	0.000000	0	1000	0
277	45	1	2	0.000000	287.888889	212.688889	0.000000	0.000000	0	689	0
278	4	1	1	0.000000	621.500000	601.250000	0.000000	0.000000	0	373	0
279	9	1	2	0.000000	721.111111	691.888889	0.000000	0.000000	0	435	0
280	7	2	2	0.000000	565.000000	539.000000	0.000000	0.000000	0	284	0
281	14	1	1	0.000000	551.642857	501.428571	0.000000	0.000000	0	326	0
282	5	2	1	0.000000	392.800000	381.400000	0.000000	0.000000	0	207	0
283	4	1	1	0.000000	1025.750000	980.750000	0.000000	0.000000	0	558	0
284	8	2	2	0.000000	1239.625000	1029.500000	0.000000	0.000000	0	658	0
285	3	1	1	0.000000	1395.333333	1334.000000	0.000000	0.000000	0	681	0
286	22	2	1	0.000000	336.863636	214.954545	0.000000	0.000000	0	350	0
287	13	2	1	0.000000	293.384615	277.000000	0.000000	0.000000	0	168	0
288	3	2	2	0.000000	303.000000	291.000000	0.000000	0.000000	0	159	0
289	1	2	1	0.000000	310.000000	300.000000	0.000000	0.000000	0	152	0
290	32	1	2	0.000000	926.625000	670.593750	0.000000	0.000000	0	734	0
291	2	1	2	0.000000	1190.000000	1124.000000	0.000000	0.000000	0	607	0
292	25	2	2	0.000000	1482.680000	1219.240000	0.000000	0.000000	0	1222	0
293	5	1	1	0.000000	1520.400000	1438.200000	0.000000	0.000000	0	787	0
294	18	1	1	0.000000	969.444444	482.555556	0.000000	0.000000	0	687	0
295	47	2	1	0.000000	463.404255	442.085106	0.000000	0.000000	0	521	0
296	11	1	1	0.000000	855.636364	806.363636	0.000000	0.000000	0	514	0
297	9	1	1	0.000000	1094.555556	1039.333333	0.000000	0.000000	0	635	0
298	143	0	0	0.000000	10.545455	10.545455	0.000000	0.000000	0	17	0
299	19	1	2	0.000000	99.263158	95.157895	0.000000	0.000000	0	71	0
300	5	1	2	0.000000	119.000000	113.400000	0.000000	0.000000	0	60	0
301	10	1	2	0.000000	122.100000	115.700000	0.000000	0.000000	0	76	0
302	9	1	2	0.000000	144.555556	139.111111	0.000000	0.000000	0	77	0
303	5	1	2	0.000000	144.000000	139.000000	0.000000	0.000000	0	76	0
304	27	1	2	0.000000	117.111111	115.555556	0.000000	0.000000	0	78	0
305	22	1	2	0.000000	159.772727	150.181818	0.000000	0.000000	0	119	0
306	12	1	2	0.000000	206.833333	83.166667	0.000000	0.000000	0	125	0
307	15	1	1	0.000000	1995.733333	1630.866667	0.000000	0.000000	0	1201	0
308	5	2	2	0.000000	1702.000000	1297.800000	0.000000	0.000000	0	871	0
309	4	1	1	0.000000	1681.250000	1202.500000	0.000000	0.000000	0	885	0
310	2	1	1	0.000000	1339.000000	1264.000000	0.000000	0.000000	0	646	0
311	11	2	2	0.000000	1513.090909	1059.909091	0.000000	0.000000	0	889	0
312	3	2	1	0.000000	1696.000000	1075.666667	0.000000	0.000000	0	860	0
313	1	2	1	0.000000	1663.000000	1580.000000	0.000000	0.000000	0	797	0
314	1	2	3	0.000000	1663.000000	1578.000000	0.000000	0.000000	0	793	0
315	10	2	2	0.000000	2356.900000	1330.500000	0.000000	0.000000	0	1206	0
316	4	1	1	0.000000	2430.000000	1727.250000	0.000000	0.000000	0	1208	0
317	72	2	0	0.000000	29.666667	18.333333	0.000000	0.000000	0	200	0
318	9	1	2	0.000000	94.777778	89.000000	0.000000	0.000000	0	55	0
319	20	1	2	0.000000	146.300000	138.500000	0.000000	0.000000	0	120	0
320	12	1	2	0.000000	237.583333	230.000000	0.000000	0.000000	0	152	0
321	1	1	2	0.000000	560.000000	546.000000	0.000000	0.000000	0	292	0
322	9	1	2	0.000000	674.111111	657.777778	0.000000	0.000000	0	378	0
323	2	1	2	0.000000	533.000000	531.000000	0.000000	0.000000	0	264	0
324	1	1	2	0.000000	548.000000	545.000000	0.000000	0.000000	0	270	0
325	2	1	3	0.000000	561.000000	557.000000	0.000000	0.000000	0	291	0
326	3	1	2	0.000000	587.000000	578.000000	0.000000	0.000000	0	304	0
327	1	1	2	0.000000	603.000000	592.000000	0.000000	0.000000	0	301	0
328	1	1	2	0.000000	733.000000	722.000000	0.000000	0.000000	0	365	0
329	3	1	2	0.000000	2156.666667	2019.000000	0.000000	0.000000	0	1121	0
330	13	1	2	0.000000	1958.923077	1541.076923	0.000000	0.000000	0	1194	0
331	2	2	2	0.000000	2183.500000	1995.000000	0.000000	0.000000	0	1113	0
332	2	2	2	0.000000	186.000000	182.000000	0.000000	0.000000	0	92	0
333	1	1	2	0.000000	204.000000	200.000000	0.000000	0.000000	0	99	0
334	1	1	2	0.000000	206.000000	202.000000	0.000000	0.000000	0	100	0
335	1	2	3	0.000000	220.000000	216.000000	0.000000	0.000000	0	105	0
336	1	1	1	0.000000	216.000000	212.000000	0.000000	0.000000	0	103	0
337	3	1	2	0.000000	225.333333	221.333333	0.000000	0.000000	0	109	0
338	3	1	2	0.000000	219.333333	146.333333	0.000000	0.000000	0	109	0
339	2	1	2	0.000000	207.000000	205.500000	0.000000	0.000000	0	102	0
340	9	1	2	0.000000	188.333333	187.666667	0.000000	0.000000	0	101	0
341	2	1	2	0.000000	2455.000000	1156.500000	0.000000	0.000000	0	1132	0
342	2	2	2	0.000000	2486.500000	2342.000000	0.000000	0.000000	0	1188	0
343	1	2	1	0.000000	2440.000000	2290.000000	0.000000	0.000000	0	1141	0
